Name	HMDB_ID
O81	CPD-11700
1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate(13-)	CPD-11700
CHEBI:74946	CPD-11700
iphospho-myo-inositol pentakisphosphate	CPD-11700
1-diphospho-myo-inositol 2,3,4,5,6-pentakisphosphate	CPD-11700
Q27145030	CPD-11700
1D-myo-inositol 2-phosphate(2-)	CPD-6746
1D-myo-inositol 5-phosphate(2-)	CPD-6746
[(2S,3R,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl] phosphate	CPD-6746
Ins2P	CPD-6746
Ins5P	CPD-6746
Ins(2)P1	CPD-6746
Ins(5)P1	CPD-6746
Ins2P(2-)	CPD-6746
D-myo-inositol 2-monophosphate	CPD-6746
D-myo-inositol 5-monophosphate	CPD-6746
Ins(2)P(2-)	CPD-6746
1D-myo-inositol 2-monophosphate	CPD-6746
1D-myo-inositol 5-monophosphate	CPD-6746
CHEBI:84141	CPD-6746
CHEBI:84142	CPD-6746
D-myo-inositol (2)-phosphate(2-)	CPD-6746
I2P(2-)	CPD-6746
D-myo-inositol (2)-monophosphate(2-)	CPD-6746
Q27157497	CPD-6746
Q27157498	CPD-6746
(1r,2R,3S,4r,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	CPD-6746
(1s,2R,3S,4s,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	CPD-6746
3-PP-InsP5	CPD-11937
3-diphospho-1D-myo-inositol pentakisphosphate	CPD-11937
1D-myo-inositol 3-diphosphate 1,2,4,5,6-pentakisphosphate	CPD-11937
1-hydroxyglucobrassicin	CPD-19470
18:2-t16:1-PG	CPD-2185
1-18:2-2-trans-16:1-phosphatidylglycerol	CPD-2185
1-linoleoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol	CPD-2185
1-(9Z,12Z-octadecadienoyl)-2-(3E-hexadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)	CPD-2185
PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))	CPD-8093
1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-glycero-3-phosphocholine	CPD-8093
CHEBI:89577	CPD-8093
GPCho(18:2n6/18:3n3)	CPD-8093
GPCho(18:2w6/18:3w3)	CPD-8093
LMGP01011626	CPD-8093
1-18:2-2-18:3-phosphatidylcholine	CPD-8093
PC(18:2n6/18:3n3)	CPD-8093
PC(18:2w6/18:3w3)	CPD-8093
Phosphatidylcholine(18:2n6/18:3n3)	CPD-8093
Phosphatidylcholine(18:2w6/18:3w3)	CPD-8093
phosphatidylcholine (1-18:2-2-18:3)	CPD-8093
18:2-18:3-PC	CPD-8093
1-linoleoyl-2-alpha-linolenoyl-phosphatidylcholine	CPD-8093
Q27161774	CPD-8093
1-linoleoyl-2-a-linolenoyl-sn-glycero-3-phosphocholine	CPD-8093
1-linoleoyl-2-alpha-linolenoyl-sn-glycero-3-phosphocholine	CPD-8093
1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine	CPD-8093
L-Dilinoleoyllecithin	CPD-2182
1,2-DILINOLEOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	CPD-2182
998-06-1	CPD-2182
UNII-7L874P1M1O	CPD-2182
DLNPC	CPD-2182
DL-PC	CPD-2182
(1,2-Dilinoleoyl)-3-lecithin	CPD-2182
7L874P1M1O	CPD-2182
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	CPD-2182
1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	CPD-2182
1,2-Dilinoleoyl-sn-3-glycerophosphorylcholine	CPD-2182
1,2-di-O-linoleoyl-sn-glycero-3-phosphocholine	CPD-2182
Dilinoleoylphosphatidylcholine	CPD-2182
(2R)-2,3-bis[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate	CPD-2182
(R)-2,3-Bis(((9Z,12Z)-octadeca-9,12-dienoyl)oxy)propyl (2-(trimethylammonio)ethyl) phosphate	CPD-2182
Choline, hydroxide, dihydrogen phosphate, inner salt, ester with 1,2-dilinolein, L-(+)-	CPD-2182
Linolein, 1,2-di-, dihydrogen phosphate, monoester with choline hydroxide, inner salt, L-(+)-	CPD-2182
DLoPC	CPD-2182
EINECS 213-647-0	CPD-2182
SCHEMBL25777	CPD-2182
CHEBI:42027	CPD-2182
18:2 (Cis) PC (DLPC)	CPD-2182
LMGP01010937	CPD-2182
1-18:2-2-18:2-phosphatidylcholine	CPD-2182
DB04372	CPD-2182
(R-(All-Z))-(4-oxido-10-oxo-7-((1-oxooctadeca-9,12-dienyl)oxy)-3,5,9-trioxa-4-phosphaheptacosa-18,21-dienyl)trimethylammonium 4-oxide	CPD-2182
1-linoleoyl-2-linoleoyl-phosphatidylcholine	CPD-2182
1,2-dilinoleoyl-rac-glycero-3-phosphocholine	CPD-2182
18:2-18:2-PC	CPD-2182
1-18:2-2-18:2-sn-glycerol-3-phosphocholine	CPD-2182
sn-glycerol-3-phosphocholine (1-18:2-2-18:2)	CPD-2182
Q27459459	CPD-2182
1,2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	CPD-2182
UNII-1T6N4D9YV6 component FVXDQWZBHIXIEJ-LNDKUQBDSA-N	CPD-2182
1,2-di-[(9Z,12Z)-octadecadienoyl]-sn-glycero-3-phosphocholine	CPD-2182
1,2-Dilinoleoyl-sn-glycero-3-phosphocholine, >=99% (TLC), lyophilized powder	CPD-2182
18:2 (Cis) PC (DLPC), 1,2-dilinoleoyl-sn-glycero-3-phosphocholine, powder	CPD-2182
(2R)-2,3-bis[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl 2-(trimethylazaniumyl)ethyl phosphate	CPD-2182
3,5,9-Trioxa-4-phosphaheptacosa-18,21-dien-1-aminium, 4-hydroxy-N,N,N-trimethyl-10-oxo-7-[(1-oxo-9,12-octadecadienyl)oxy]-, hydroxide, inner salt, 4-oxide, [R-(all-Z)]-	CPD-2182
3,5,9-Trioxa-4-phosphaheptacosa-18,21-dien-1-aminium, 4-hydroxy-N,N,N-trimethyl-10-oxo-7-[(1-oxo-9,12-octadecadienyl)oxy]-, inner salt, 4-oxide, [R-(all-Z)]-	CPD-2182
3,5,9-Trioxa-4-phosphaheptacosa-18,21-dien-1-aminium,4-hydroxy-N,N,N-trimethyl-10-oxo-7-[[(9Z,12Z)-1-oxo-9,12-octadecadien-1-yl]oxy]-,inner salt,4-oxide,(7R,18Z,21Z)-	CPD-2182
PC(18:2(9Z,12Z)/18:1(9Z))	CPD-8088
1-(9Z,12Z-octadecadienoyl)-2-(9Z-octadecenoyl)-glycero-3-phosphocholine	CPD-8088
CHEBI:89597	CPD-8088
LMGP01011624	CPD-8088
1-18:2-2-18:1-phosphatidylcholine	CPD-8088
1-linoleoyl-2-oleoyl-phosphatidylcholine	CPD-8088
phosphatidylcholine (1-18:2-2-18:1)	CPD-8088
18:2-18:1-PC	CPD-8088
1-linoleoyl-2-oleoyl-sn-glycero-3-phosphocholine	CPD-8088
Q27161795	CPD-8088
trimethyl(2-{[(2R)-2-[(9Z)-octadec-9-enoyloxy]-3-[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl phosphonato]oxy}ethyl)azanium	CPD-8088
trimethyl(2-{[2-[octadec-9-enoyloxy]-3-[octadeca-9.12-dienoyloxy]propyl phosphonato]oxy}ethyl)azanium	CPD-8088
1-18:2-2-16:0-phosphatidylglycerol	CPD-8086
phosphatidylglycerol (1-18:2-2-16:0)	CPD-8086
1-linoleoyl-2-palmitoyl-phosphatidylglycerol	CPD-8086
18:2-16:0-PG	CPD-8086
1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	CPD-8086
1-methylpyrrolidine-2-acetyl-CoA	CPD-9771
1-naphthol 6'-O-malonylglucoside	CPD-13687
19939-82-3	CPD-13686
1-Naphthyl beta-D-glucopyranoside	CPD-13686
1-Naphthyl b-D-glucopyranoside	CPD-13686
1-NAPHTHYL-beta-D-GLUCOPYRANOSIDE	CPD-13686
1-naphthol glucoside	CPD-13686
(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-naphthalen-1-yloxyoxane-3,4,5-triol	CPD-13686
alpha-naphthol glucoside	CPD-13686
b-D-Glucopyranoside,1-naphthalenyl (9CI)	CPD-13686
1-naphthyl beta-D-glucoside	CPD-13686
SCHEMBL1004201	CPD-13686
CTK1D6593	CPD-13686
naphthalen-1-yl beta-D-glucoside	CPD-13686
CHEBI:136775	CPD-13686
ZINC5234418	CPD-13686
1-Naphthyl I(2)-D-glucopyranoside	CPD-13686
AKOS016844840	CPD-13686
naphthalen-1-yl beta-D-glucopyranoside	CPD-13686
VZ21595	CPD-13686
W0103	CPD-13686
(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(1-naphthyloxy)tetrahydro-2H-pyran-3,4,5-triol	CPD-13686
(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-naphthalen-1-yloxy-oxane-3,4,5-triol	CPD-13686
(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(naphthalen-1-yloxy)tetrahydro-2H-pyran-3,4,5-triol	CPD-13686
1-O-(4-Coumaroyl)-beta-D-glucose	CPD-8674
1-O-(4-hydroxycinnamoyl)-beta-D-glucose	CPD-8674
p-coumaroyl-beta-D-glucose	CPD-8674
CHEBI:71498	CPD-8674
7139-64-2	CPD-8674
1-O-[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]-beta-D-glucopyranose	CPD-8674
beta-D-Glucopyranose, 1-(3-(4-hydroxyphenyl)-2-propenoate)	CPD-8674
p-Coumaroyl glucoside	CPD-8674
CHEMBL464612	CPD-8674
SCHEMBL20959521	CPD-8674
ACon1_001353	CPD-8674
1-O-(4-coumaroyl)-beta-glucose	CPD-8674
p-Coumaroyl beta-D-glucopyranodide	CPD-8674
1-O-(4-coumaroyl)-  -D-glucose	CPD-8674
1-O-(4-coumaroyl)-beta-D-glucoside	CPD-8674
NCGC00180595-01	CPD-8674
1-O-(trans-4-coumaroyl)-beta-D-glucose	CPD-8674
C16827	CPD-8674
Q27139663	CPD-8674
(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl (E)-3-(4-hydroxyphenyl)acrylate	CPD-8674
Iaa-glucose	CPD-1102
1-O-Indol-3-ylacetyl-beta-D-glucose	CPD-1102
1-O-Indol-3-ylacetylglucose	CPD-1102
1-O-(indol-3-ylacetyl)-beta-D-glucose	CPD-1102
19817-95-9	CPD-1102
beta-D-Glucopyranose, 1-(1H-indole-3-acetate)	CPD-1102
Indole-3-acetyl-beta-1-D-glucoside	CPD-1102
indole-3-acetic acid beta-D-glucoside	CPD-1102
1-O-(indol-3-yl)acetyl-beta-D-glucose	CPD-1102
Indole-3-acetyl beta-D-Glucopyranose	CPD-1102
[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 2-(1H-indol-3-yl)acetate	CPD-1102
1-O-(1H-indol-3-ylacetyl)-beta-D-glucopyranose	CPD-1102
C04197	CPD-1102
CHEBI:17990	CPD-1102
CTK8G0310	CPD-1102
DTXSID50173536	CPD-1102
Indole-3-acetyl-beta-1-D-glucose	CPD-1102
AKOS030254713	CPD-1102
1-O-(indol-3-ylacetyl)-  -D-glucose	CPD-1102
1-O-(indole-3-acetyl)-beta-1-D-glucose	CPD-1102
J-012801	CPD-1102
Q27102748	CPD-1102
4-hydroxybenzoyl glucose	CPD-15283
1-(4-Hydroxybenzoyl)glucose	CPD-15283
25545-07-7	CPD-15283
1-O-p-hydroxybenzoyl-beta-D-glucose	CPD-15283
1-O-4-hydroxybenzoyl-beta-D-glucose	CPD-15283
p-Hydroxybenzoyl beta-D-glucopyranoside	CPD-15283
[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 4-hydroxybenzoate	CPD-15283
p-hydroxybenzoyl glucose	CPD-15283
CHEMBL482044	CPD-15283
CHEBI:145301	CPD-15283
1-O-(4-hydroxybenzoyl)-beta-d-glucose	CPD-15283
1-o-(4-hydroxybenzoyl)-beta-d-glucopyranose	CPD-15283
4-hydroxybenzoic acid beta-D-glucopyranosyl ester	CPD-15283
1-Caffeoyl-beta-D-glucose	CPD-16550
14364-08-0	CPD-16550
1-O-caffeoyl-beta-D-glucose	CPD-16550
CHEBI:614	CPD-16550
Caffeoyl glucoside	CPD-16550
caffeic acid glucoside	CPD-16550
1-caffeoyl-  -D-glucose	CPD-16550
C10433	CPD-16550
CHEMBL482242	CPD-16550
ACon1_001812	CPD-16550
DTXSID30415188	CPD-16550
1-O-[(E)-caffeoyl]-beta-D-glucose	CPD-16550
NCGC00180114-01	CPD-16550
Q27105318	CPD-16550
1-O-[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-beta-D-glucopyranose	CPD-16550
1-O-feruloyl-beta-D-glucose	CPD-15281
1-Feruloyl-D-glucose	CPD-15281
CHEBI:81321	CPD-15281
1-O-feruloyl-beta-glucose	CPD-15281
Ferulic acid 7-O-glucoside	CPD-15281
1-O-Feruloyl-  -D-glucose	CPD-15281
1-O-feruloyl-beta-D-glucoside	CPD-15281
CHEMBL1778418	CPD-15281
SCHEMBL20944781	CPD-15281
1-O-(E)-feruloyl-beta-D-glucose	CPD-15281
7196-71-6	CPD-15281
ZINC13507070	CPD-15281
1-O-[(E)-feruloyl]-beta-D-glucose	CPD-15281
MCULE-7547491011	CPD-15281
trans-p-feruloyl-beta-D-glucopyranoside	CPD-15281
(E)-1-O-feruloyl-beta-D-glucopyranose	CPD-15281
ferulic acid beta-D-glucopyranosyl ester	CPD-15281
NCGC00385766-01	CPD-15281
1-O-(E)-p-feruloyl-beta-D-glucopyranose	CPD-15281
1-O-trans-feruloyl-beta-D-glucopyranoside	CPD-15281
C17759	CPD-15281
Q27155259	CPD-15281
(E)-4'-hydroxy-3'-methoxycinnamoyl-beta-D-glucopyranose	CPD-15281
3-(4-Hydroxy-3-methoxyphenyl)acryloyl beta-D-glucopyranoside	CPD-15281
1-O-[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]-beta-D-glucopyranose	CPD-15281
(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl 3-(4-hydroxy-3-methoxyphenyl)acrylate	CPD-15281
18:1-t16:1-PG	CPD-2184
1-18:1-2-trans-16:1-phosphatidylglycerol	CPD-2184
1-oleoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol	CPD-2184
1-(9Z-octadecenoyl)-2-(3E-hexadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)	CPD-2184
PC(18:1(9Z)/18:3(9Z,12Z,15Z))	CPD-8092
PC(18:1/18:3)	CPD-8092
GPCho(18:1n9/18:3n3)	CPD-8092
GPCho(18:1w9/18:3w3)	CPD-8092
Phosphatidylcholine(18:1n9/18:3n3)	CPD-8092
Phosphatidylcholine(18:1w9/18:3w3)	CPD-8092
PC(18:1n9/18:3n3)	CPD-8092
PC(18:1w9/18:3w3)	CPD-8092
1-(9Z-octadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine	CPD-8092
1-[(9Z)-octadecenoyl]-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine	CPD-8092
1-oleoyl-2-alpha-linolenoyl-sn-glycero-3-phosphocholine	CPD-8092
CHEBI:86133	CPD-8092
LMGP01010898	CPD-8092
1-18:1-2-18:3-phosphatidylcholine	CPD-8092
phosphatidylcholine (1-18:1-2-18:3)	CPD-8092
1-oleoyl-2-alpha-linolenoyl-phosphatidylcholine	CPD-8092
18:1-18:3-PC	CPD-8092
1-oleoyl-2-a-linolenoyl-sn-glycero-3-phosphocholine	CPD-8092
Q27158922	CPD-8092
1-(9Z-octadecaenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine	CPD-8092
(2R)-2-{[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy}-3-{[(9Z)-octadec-9-enoyl]oxy}propyl 2-(trimethylazaniumyl)ethyl phosphate	CPD-8092
[(2R)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-9-enoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	CPD-8092
3,5,9-Trioxa-4-phosphaheptacos-18-en-1-aminium, 4-hydroxy-N,N,N-trimethyl-10-oxo-7-[(1-oxo-9,12,15-octadecatrienyl)oxy]-, inner salt, 4-oxide, [R-(all-Z)]-	CPD-8092
1-oleoyl-2-linoleoyl-sn-glycero-3-phosphocholine	CPD-8091
PC(18:1(9Z)/18:2(9Z,12Z))	CPD-8091
1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	CPD-8091
Phosphatidylcholine(18:1/18:2)	CPD-8091
Linolein, 1-oleo-2-, dihydrogen phosphate, ester with choline hydroxide, inner salt, L-(+)-	CPD-8091
Olein, 2-linoleo-1-, dihydrogen phosphate, ester with choline hydroxide, inner salt, L-(+)-	CPD-8091
Choline, hydroxide, dihydrogen phosphate, inner salt, ester with 1-oleo-2-linolein, L-(+)- (8CI)	CPD-8091
1-oleoyl-2-linoleoyl-GPC	CPD-8091
SCHEMBL3730490	CPD-8091
CHEBI:74670	CPD-8091
PC(18:1omega9/18:2omega6)	CPD-8091
LMGP01010895	CPD-8091
1-18:1-2-18:2-phosphatidylcholine	CPD-8091
1-oleoyl-2-linoleoyl-phosphatidylcholine	CPD-8091
17041-44-0	CPD-8091
phosphatidylcholine (1-18:1-2-18:2)	CPD-8091
GPC(18:1/18:2)	CPD-8091
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)	CPD-8091
phosphatidylcholine(18:1omega9/18:2omega6)	CPD-8091
18:1-18:2-PC	CPD-8091
Q27144816	CPD-8091
1-C18:1(omega-9)-2-C18:2(omega-6)-phosphatidylcholine	CPD-8091
1-(9Z)-octadecaenoyl-2-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphocholine	CPD-8091
(2R)-2-[(9Z,12Z)-octadeca-9,12-dienoyloxy]-3-[(9Z)-octadec-9-enoyloxy]propyl 2-(trimethylazaniumyl)ethyl phosphate	CPD-8091
[(2R)-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-3-[(Z)-octadec-9-enoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	CPD-8091
3,5,9-Trioxa-4-phosphaheptacos-18-en-1-aminium, 4-hydroxy-N,N,N-trimethyl-10-oxo-7-[(1-oxo-9,12-octadecadienyl)oxy]-, inner salt, 4-oxide, [R-(Z,Z,Z)]-	CPD-8091
1-oleoylglycerone 3-phosphate(2-)	CPD-15924
CHEBI:77492	CPD-15924
1-(9Z)-octadecenoyl-DHAP(2-)	CPD-15924
1-oleoyl-2-lyso-glycerone phosphate	CPD-15924
1-(9Z)-octadecenoylglycerone 3-phosphate	CPD-15924
1-oleoyl-2-lyso-dihydroxyacetone phosphate	CPD-15924
1-(9Z)-octadecenoylglycerone 3-phosphate(2-)	CPD-15924
3-[(9Z)-octadec-9-enoyloxy]-2-oxopropyl phosphate	CPD-15924
Q27147045	CPD-15924
1,2-Dioleoyl-sn-Glycero-3-Phosphocholine	CPD-2181
DOPC	CPD-2181
4235-95-4	CPD-2181
1,2-Dioleoyl-L-alpha-lecithin	CPD-2181
Dioleoyl lecithin	CPD-2181
UNII-H026DM5V6U	CPD-2181
PC(18:1(9Z)/18:1(9Z))	CPD-2181
1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	CPD-2181
H026DM5V6U	CPD-2181
Dioleoyl phosphatidylcholine	CPD-2181
PC(18:1/18:1)	CPD-2181
(R)-2,3-Bis(oleoyloxy)propyl (2-(trimethylammonio)ethyl) phosphate	CPD-2181
(R-(Z,Z))-(7-Oleoyl-4-oxido-10-oxo-3,5,9-trioxa-4-phosphaheptacos-18-enyl)trimethylammonium 4-oxide	CPD-2181
(R)-2,3-Bis(oleoyloxy)propyl [2-(Trimethylammonio)ethyl] Phosphate	CPD-2181
Choline phosphate, 3-ester with L-1,2-diolein	CPD-2181
1-C18:1(omega-9)-2-C18:1(omega-9)-phosphatidylcholine	CPD-2181
1-(9Z)-octadecenoyl-2-(9Z)-octadecenoyl-sn-glycero-3-phosphocholine	CPD-2181
Olein, 1,2-di-, L-, dihydrogen phosphate, monoester with choline hydroxide	CPD-2181
PC 18:1	CPD-2181
PC 36:2	CPD-2181
Choline, hydroxide, dihydrogen phosphate, inner salt, ester with L-1,2-diolein	CPD-2181
C44H84NO8P	CPD-2181
EINECS 224-193-8	CPD-2181
phosphatidylcholine 18:1	CPD-2181
1,2-Dioleoyl-L-a-lecithin	CPD-2181
SCHEMBL24888	CPD-2181
CHEBI:74669	CPD-2181
1116AH	CPD-2181
L-alpha-Phosphatidylcholine, dioleoyl	CPD-2181
L-beta,gamma-Dioleoyl-alpha-lecithin	CPD-2181
LMGP01010890	CPD-2181
MFCD00135191	CPD-2181
1-oleoyl-2-oleoyl-phosphatidylcholine	CPD-2181
AKOS024418773	CPD-2181
1-18:1-2-18:1-phosphatidylcholine	CPD-2181
HY-113424A	CPD-2181
3-sn-Phosphatidylcholine, 1,2-dioleoyl	CPD-2181
AS-72051	CPD-2181
1,2-dioleoyl-sn-glycero-3-phosphocho-line	CPD-2181
CS-0063306	CPD-2181
D4250	CPD-2181
18:1-18:1-PC	CPD-2181
1-18:1-2-18:1-sn--glycerol-3-phosphocholine	CPD-2181
sn-glycerol-3-phosphocholine (1-18:1-2-18:1)	CPD-2181
W-202732	CPD-2181
1,2-(9Z-octadecenoyl)-sn--glycero-3-phosphocholine	CPD-2181
Q27144815	CPD-2181
1,2-Di(cis-9-octadecenoyl)-sn-glycero-3-phosphocholine	CPD-2181
UNII-1T6N4D9YV6 component SNKAWJBJQDLSFF-NVKMUCNASA-N	CPD-2181
UNII-EDS2L3ODLV component SNKAWJBJQDLSFF-NVKMUCNASA-N	CPD-2181
N,N,N-Trimethyl 1,2-dioleoyl-sn-glycero-3-phosphoethanolamine	CPD-2181
(2-{[(2R)-2,3-bis[(9Z)-octadec-9-enoyloxy]propyl phosphonato]oxy}ethyl)trimethylazanium	CPD-2181
(2R)-2,3-bis[(9Z)-octadec-9-enoyloxy]propyl 2-(trimethylazaniumyl)ethyl phosphate	CPD-2181
(R)-2,3-Bis(oleoyloxy)propyl (2-(trimethylammonio)ethyl) phosphate 4235-95-4	CPD-2181
18:1 (Delta9-Cis) PC (DOPC), 1,2-dioleoyl-sn-glycero-3-phosphocholine, powder	CPD-2181
3,5,9-Trioxa-4-phosphaheptacos-18-en-1-aminium, 4-hydroxy-N,N,N-trimethyl-10-oxo-7-[(1-oxo-9-octadecenyl)oxy]-, inner salt, 4-oxide, [R-(Z,Z)]-	CPD-2181
1-[(9Z)-octadec-9-enoyl]-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)(1-)	CPD-2183
CHEBI:72832	CPD-2183
1-18:1-2-16:0-phosphatidylglycerol	CPD-2183
1-oleoyl-2-palmitoyl-phosphatidylglycerol	CPD-2183
phosphatidylglycerol (1-18:1-2-16:0)	CPD-2183
18:1-16:0-PG	CPD-2183
Q27140174	CPD-2183
1-oleoyl-2-palmitoyl-sn-glycero-3-phospho-(1'-sn-glycerol)(1-)	CPD-2183
1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	CPD-2183
(2S)-2,3-dihydroxypropyl (2R)-2-(hexadecanoyloxy)-3-[(9Z)-octadec-9-enoyloxy]propyl phosphate	CPD-2183
1-Oleoyl-sn-glycerol	CPD-11690
(2s)-2,3-Dihydroxypropyl (9z)-Octadec-9-Enoate	CPD-11690
1-Oleylglycerol	CPD-11690
MAG(18:1)	CPD-11690
MG(18:1)	CPD-11690
MAG(18:1/0:0)	CPD-11690
MG(18:1/0:0)	CPD-11690
MG(18:1(9Z)/0:0/0:0)	CPD-11690
129784-87-8	CPD-11690
mono-olein	CPD-11690
1-oleoyl-glycerol	CPD-11690
mono-oleoylglycerol	CPD-11690
sn-glycerol 1-oleate	CPD-11690
sn-1-monooleoylglycerol	CPD-11690
1-O-Oleoyl-L-glycerol	CPD-11690
1-OG	CPD-11690
SCHEMBL4398941	CPD-11690
MAG(18:1omega9/0:0)	CPD-11690
MG(18:1omega9/0:0)	CPD-11690
CHEBI:75757	CPD-11690
1-(9Z-octadecenoyl)-sn-glycerol	CPD-11690
A6L	CPD-11690
ZINC32840901	CPD-11690
MAG(18:1n9/0:0)	CPD-11690
MAG(18:1w9/0:0)	CPD-11690
MG(18:1w9/0:0	CPD-11690
MG(18:1n9/0:0)	CPD-11690
MG(18:1(omega-9)/0:0/0:0)	CPD-11690
[(2S)-2,3-dihydroxypropyl] (Z)-octadec-9-enoate	CPD-11690
J-005714	CPD-11690
Q27145531	CPD-11690
UNII-4PC054V79P component RZRNAYUHWVFMIP-QJRAZLAKSA-N	CPD-11690
UNII-C4YAD5F5G6 component RZRNAYUHWVFMIP-QJRAZLAKSA-N	CPD-11690
UNII-D3AEF6S35P component RZRNAYUHWVFMIP-QJRAZLAKSA-N	CPD-11690
UNII-HS7EB0C1ZH component RZRNAYUHWVFMIP-QJRAZLAKSA-N	CPD-11690
UNII-WVK1CT5994 component RZRNAYUHWVFMIP-QJRAZLAKSA-N	CPD-11690
UNII-ZVW8EIZ3IE component RZRNAYUHWVFMIP-QJRAZLAKSA-N	CPD-11690
1-O-beta-D-malylglucose	CPD-15286
1-O-malyl-beta-D-glucose	CPD-15286
1-O-vanilloyl-beta-D-glucose	CPD-15006
1-O-(4-hydroxy-3-methoxybenzoyl)-beta-D-glucopyranose	CPD-15006
CHEBI:71512	CPD-15006
Vanillic acid beta-D-glucopyranosyl ester	CPD-15006
C20470	CPD-15006
1-O-(4-hydroxy-3-methoxybenzoyl)-beta-D-glucose	CPD-15006
Q27139670	CPD-15006
[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 4-hydroxy-3-methoxybenzoate	CPD-15006
PC(16:0/18:3(9Z,12Z,15Z))	CPD-8159
1-hexadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine	CPD-8159
1-palmitoyl-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine	CPD-8159
CHEBI:84789	CPD-8159
LMGP01010601	CPD-8159
1-16:0-2-18:3-phosphatidylcholine	CPD-8159
phosphatidylcholine (1-16:0-2-18:3)	CPD-8159
16:0-18:3-PC	CPD-8159
1-palmitoyl-2-alpha-linolenoyl-phosphatidylcholine	CPD-8159
Q27158069	CPD-8159
1-palmitoyl-2-a-linolenoyl-sn-glycero-3-phosphocholine	CPD-8159
1-palmitoyl-2-alpha-linolenoyl-sn-glycero-3-phosphocholine	CPD-8159
1-palmitoyl-2-(alpha-linolenoyl)-sn-glycero-3-phosphocholine	CPD-8159
(2R)-3-(hexadecanoyloxy)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate	CPD-8159
[(2R)-3-hexadecanoyloxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	CPD-8159
