Name	PlantCyc_ID
(3r,11z)-3-hydroxyicosenoyl-coa(4-)	CPD-15361
chebi:76387	CPD-15361
(3r)-hydroxy-(11z)-eicosenoyl-coa	CPD-15361
3r-hydroxy-(11z)-eicos-11-enoyl-coa	CPD-15361
(3r,11z)-3-hydroxyeicosenoyl-coa(4-)	CPD-15361
(r)-3-hydroxy-(11z)-eicosenoyl-coa(4-)	CPD-15361
(3r,11z)-3-hydroxyicosenoyl-coenzyme a(4-)	CPD-15361
(3r,11z)-3-hydroxyeicosenoyl-coenzyme a(4-)	CPD-15361
(r)-3-oh-c20:1(n-9)-coa(4-)	CPD-15361
q27145944	CPD-15361
3'-phosphonatoadenosine 5'-{3-[(3r)-3-hydroxy-4-({3-[(2-{[(3r,11z)-3-hydroxyicos-11-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] diphosphate}	CPD-15361
3r-hydroxy-lesqueroloyl-coa	CPD-15369
3s-(4-hydroxyphenyl)-3-hydroxy-propanoyl-coa	CPD-12199
3s-(4-hydroxyphenyl)-3-hydroxy-propionyl-coa	CPD-12199
3-sinapoyloxypropylglucosinolate	CPD-12417
3-vinyl-4h-1,2-dithiin	CPD-9296
62488-53-3	CPD-9296
3-ethenyl-3,4-dihydrodithiine	CPD-9296
3,4-dihydro-3-vinyl-1,2-dithiin	CPD-9296
3-vinyl-1,2-dithiacyclohex-5-ene	CPD-9296
3-vinyl-3,4-dihydro-1,2-dithiine	CPD-9296
1,2-dithiin, 3-ethenyl-3,4-dihydro-	CPD-9296
3-vdtii	CPD-9296
3-vinyl-(4h)-1,2-dithiine	CPD-9296
3-ethenyl-3,4-dihydro-1,2-dithiin	CPD-9296
3-vinyl-1,2-dithi-5-ene	CPD-9296
3-ethenyl-1,2-dithi-5-ene	CPD-9296
3-vinyl-[4h]-1,2-dithin	CPD-9296
schembl1301059	CPD-9296
4h-1,2-dithiin, 3-ethenyl	CPD-9296
1,2-dithi-5-ene, 3-ethenyl	CPD-9296
ctk2f5976	CPD-9296
dtxsid40978072	CPD-9296
3-vinyl-3,4-dihydro-1,2-dithiin	CPD-9296
3-ethenyl-3,4-dihydro-1,2-dithiine	CPD-9296
3-vinyl-3,4-dihydro-1,2-dithiine #	CPD-9296
4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate methyl ester	CPD-9773
4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate	CPD-9779
n-methylpyrrolidineacetoacetyl-coa	CPD-9772
4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoyl-coa	CPD-9772
4-(1-methyl-5-hydroxy-2-pyrrolidinyl)-3-oxobutanoate methyl ester	CPD-9774
o-succinylbenzoyl-coa	CPD-6972
succinylbenzoyl-coa	CPD-6972
4-(2-carboxyphenyl)-4-oxobutanoyl-coa	CPD-6972
c03160	CPD-6972
osb-coa	CPD-6972
4-(2'-carboxyphenyl)-4-oxobutyryl-coa	CPD-6972
chebi:15509	CPD-6972
4-(2'-carboxyphenyl)-4-oxobutyryl-coenzyme a	CPD-6972
2-[4-[2-[3-[[(2r)-4-[[[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxo-butanoyl]benzoic acid	CPD-6972
2-[4-[2-[3-[[(2r)-4-[[[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutanoyl]benzoic acid	CPD-6972
osb-coa(5-)	CPD-6972
chebi:57364	CPD-6972
4-(2'-carboxyphenyl)-4-oxobutyryl-coa(5-)	CPD-6972
4-(2-carboxyphenyl)-4-oxobutanoyl-coa(5-)	CPD-6972
4',4'-dihydroxyadonixanthin	CPD-20427
3,4,3',4'-tetrahydroxy-4-keto-beta,beta-carotene	CPD-20427
4,4-dihydroxy-beta-carotene	CPD-20421
4,4-dihydroxy-beta,beta-carotene	CPD-20421
chebi:140678	CPD-20421
4,4-dihydroxy-all-trans-beta-carotene	CPD-20421
4',4'-dihydroxyechinenone	CPD-20425
chebi:140676	CPD-20425
4,4-dihydroxyzeaxanthin	CPD-20423
4,5-seco-dopa	CPD-253
c17758	CPD-253
(z,6s)-6-amino-4-[(e)-2-hydroxyethenyl]-2-oxohept-3-enedioic acid	CPD-253
schembl13903777	CPD-13373
10',6-diapocarotene-10',6-dial	CPD-13373
4,8,13-trimethylhexadeca-heptaenedial	CPD-13373
(2e,4e,6e,8e,10e,12e,14e)-4,8,13-trimethylhexadeca-2,4,6,8,10,12,14-heptaenedial	CPD-13373
(2e,4e,6e,8e,10e,12e,14e)-4,9,13-trimethyl-2,4,6,8,10,12,14-hexadecaheptenedial	CPD-13373
schembl13903782	CPD-7207
8',10-diapocarotene-8',10-dial	CPD-7207
2,6,11-trimethyltetradeca-hexaenedial	CPD-7207
4,9,13-trimethyltetradeca-2,4,6,8,10,12-hexaene-1,14-dial	CPD-7207
(2e,4e,6e,8e,10e,12e)-2,6,11-trimethyl-2,4,6,8,10,12-tetradecahexenedial	CPD-7207
(2e,4e,6e,8e,10e,12e)-2,6,11-trimethyltetradeca-2,4,6,8,10,12-hexaenedial	CPD-7207
4,9-dimethyldodeca-2,4,6,8,10-pentaenedial	CPD-7202
(2e,4e,6e,8e,10e)-4,9-dimethyldodeca-2,4,6,8,10-pentaenedial	CPD-7202
4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial	CPD-7202
schembl2616641	CPD-7202
chebi:53171	CPD-7202
4,9-dimethyl-2,4,6,8,10-dodecapentenedial	CPD-7202
q27123996	CPD-7202
(2e,4e,6e,8e,10e)-4,9-dimethyl-2,4,6,8,10-dodecapentaenedial	CPD-7202
647376-79-2	CPD-7202
ctk2a3551	CPD-7202
dtxsid80649057	CPD-7202
2,4,6,8,10-dodecapentaenedial, 4,9-dimethyl-, (4e,6e,8e)-	CPD-7202
53163-53-4	CPD-7202
4alpha, 14alpha-dimethyl ergosta-8,25(27)-dienol	CPD-14889
(24s)-24-methyl-29-nor-5alpha-lanosta-8,25-dien-3beta-ol	CPD-14889
62305-29-7	CPD-14889
29-norlanosterol	CPD-12852
4-demethyllanosterol	CPD-12852
4alpha,14alpha-dimethylzymosterol	CPD-12852
4alpha,14alpha-dimethyl-5alpha-cholesta-8,24-dien-3beta-ol	CPD-12852
31-norcycloartenol	CPD-12850
29-norcycloartenol	CPD-12850
29-nor-cycloartenol	CPD-12850
chembl441883	CPD-12850
4alpha,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol	CPD-12850
(1s,3r,6s,7s,8s,11s,12s,15r,16r)-7,12,16-trimethyl-15-[(2r)-6-methylhept-5-en-2-yl]pentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol	CPD-12850
4alpha,14alpha-dimethyl-porifersta-8,25(27)-dienol	CPD-14905
stigmasta-8,25-dien-3-ol, 4,14-dimethyl-, (3beta,4alpha,5alpha,24s)-	CPD-14905
80735-22-4	CPD-14905
chebi:142916	CPD-12867
(3beta,4alpha)-3-hydroxy-24-methylene-9,19-cyclolanostan-28-oic acid	CPD-12867
4alpha-carboxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol	CPD-12867
4alpha-carboxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol	CPD-12867
4alpha-carboxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol(1-)	CPD-12867
4alpha-carboxy-5alpha-cholesta-7,24-dien-3beta-ol	CPD-12928
4alpha-carboxy-zymosterol	CPD-4702
4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol	CPD-4702
lmst01010152	CPD-4702
schembl3220563	CPD-4702
c22112	CPD-4702
4alpha-carboxy-ergosta-7,24(24(1))-dien-3beta-ol	CPD-12909
chebi:142850	CPD-12909
4alpha-carboxy-ergosta-7,24(241)-dien-3beta-ol	CPD-12909
4alpha-carboxylato-ergosta-7,24(24(1))-dien-3beta-ol	CPD-12909
3beta-hydroxy-5alpha-ergosta-7,24(28)-diene-4alpha-carboxylate	CPD-12909
(3beta,4alpha,5alpha)-3-hydroxyergosta-7,24(28)-diene-4-carboxylate	CPD-12909
4alpha-carboxy-stigmasta-7,24(24(1))-dien-3beta-ol	CPD-12914
chebi:142919	CPD-12914
4alpha-carboxy-stigmasta-7,24(241)-dien-3beta-ol	CPD-12914
4alpha-carboxy-stigmasta-7,24(24(1))-dien-3beta-ol(1-)	CPD-12914
chebi:142918	CPD-12866
c22115	CPD-12866
3beta-hydroxy-24-methylene-9beta-9,19-cyclolanostan-28-al	CPD-12866
(3beta,4alpha)-3-hydroxy-24-methylene-9,19-cycloanostan-28-one	CPD-12866
9,19-cycloanostan-28-one-3-hydroxy-24-methylene-, (3beta, 4alpha)-	CPD-12866
4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol	CPD-12866
4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol	CPD-12866
4alpha-formyl-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol	CPD-12866
4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol	CPD-4580
(3s,4s,5s,10s,13r,14r,17r)-3-hydroxy-10,13-dimethyl-17-[(2r)-6-methylhept-5-en-2-yl]-2,3,4,5,6,7,11,12,14,15,16,17-dodecahydro-1h-cyclopenta[a]phenanthrene-4-carbaldehyde	CPD-4580
4alpha-formylzymosterol	CPD-4580
schembl3941959	CPD-4580
chebi:146131	CPD-4580
lmst01010226	CPD-4580
3beta-hydroxy-5alpha-cholesta-8,24-diene-4alpha-carbaldehyde	CPD-4580
(1r,3ar,5as,6s,7s,9as,11ar)-7-hydroxy-9a,11a-dimethyl-1-[(2r)-6-methylhept-5-en-2-yl]-2,3,3a,4,5,5a,6,7,8,9,9a,10,11,11a-tetradecahydro-1h-cyclopenta[a]phenanthrene-6-carbaldehyde	CPD-4580
chebi:142849	CPD-12908
c22118	CPD-12908
4alpha-formyl-ergosta-7,24(28)-dien-3beta-ol	CPD-12908
4alpha-formyl-ergosta-7,24(241)-dien-3beta-ol	CPD-12908
4alpha-formyl-ergosta-7,24(24(1))-dien-3beta-ol	CPD-12908
4alpha-formylergosta-7,24(24(1))-dien-3beta-ol	CPD-12908
3beta-hydroxy-5alpha-ergosta-7,24(28)-diene-4alpha-carbaldehyde	CPD-12908
(3beta,4alpha,5alpha)-3-hydroxyergosta-7,24(28)-diene-4-carbaldehyde	CPD-12908
chebi:142929	CPD-12912
4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol	CPD-12912
4alpha-formyl-stigmasta-7,24(24(1))-dien-3beta-ol	CPD-12912
(24z)-4alpha-formyl-stigmasta-7,24(24(1))-dien-3beta-ol	CPD-12912
(24z)-3beta-hydroxy-5alpha-stigmasta-7,24(28)-diene-4alpha-carbaldehyde	CPD-12912
(3beta,4alpha,5alpha,24z)-3-hydroxystigmasta-7,24(28)-diene-4-carbaldehyde	CPD-12912
24-methylenecycloartane-3,28-diol	CPD-12865
schembl21792277	CPD-12865
chebi:142917	CPD-12865
149252-86-8	CPD-12865
c22114	CPD-12865
24-methylene-9beta-9,19-cyclolanostane-3beta,28-diol	CPD-12865
4alpha-(hydroxymethyl)-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol	CPD-12865
4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol	CPD-12865
4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol	CPD-12865
4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	CPD-4579
(3s,4r,5s,10s,13r,14r,17r)-4-(hydroxymethyl)-10,13-dimethyl-17-[(2r)-6-methylhept-5-en-2-yl]-2,3,4,5,6,7,11,12,14,15,16,17-dodecahydro-1h-cyclopenta[a]phenanthren-3-ol	CPD-4579
4alpha-hydroxymethylzymosterol	CPD-4579
schembl3936824	CPD-4579
chebi:146130	CPD-4579
lmst01010234	CPD-4579
4alpha-(hydroxymethyl)-5alpha-cholesta-8,24-dien-3beta-ol	CPD-4579
4alpha-(hydroxymethyl)-5alpha-cholesta-8,24-diene-3beta-ol	CPD-4579
(1r,3ar,5as,6r,7s,9as,11ar)-6-(hydroxymethyl)-9a,11a-dimethyl-1-[(2r)-6-methylhept-5-en-2-yl]-2,3,3a,4,5,5a,6,7,8,9,9a,10,11,11a-tetradecahydro-1h-cyclopenta[a]phenanthren-7-ol	CPD-4579
chebi:142848	CPD-12907
c22117	CPD-12907
4alpha-hydroxymethyl-ergosta-7,24(241)-dien-3beta-ol	CPD-12907
4alpha-(hydroxymethyl)ergosta-7,24(24(1))-dien-3beta-ol	CPD-12907
4alpha-hydroxymethyl-ergosta-7,24(24(1))-dien-3beta-ol	CPD-12907
4alpha-(hydroxymethyl)-5alpha-ergosta-7,24(28)-dien-3beta-ol	CPD-12907
4alpha-hydroxymethyl-5alpha-ergosta-7,24(28)-dien-3beta-ol	CPD-12907
chebi:142928	CPD-12911
4alpha-hydroxymethyl-stigmasta-7,24(24(1))-dien-3beta-ol	CPD-12911
4alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3beta-ol	CPD-12911
(24z)-4alpha-(hydroxymethyl)-5alpha-stigmasta-7,24(28)-dien-3beta-ol	CPD-12911
(3beta,4alpha,5alpha,24z)-4-(hydroxymethyl)stigmasta-7,24(28)-dien-3-ol	CPD-12911
24-dehydrolophenol	CPD-12860
4alpha-methyl-5alpha-cholesta-7,24-dien-3beta-ol	CPD-12860
5alpha-cholesta-7,24-dien-3beta-ol, 4alpha-methyl-	CPD-12860
cholesta-7,24-dien-3-ol, 4-methyl-, (3beta,4alpha,5alpha)	CPD-12860
4alpha-methyl-5alpha-cholesta-8,14,24-trien-3beta-ol	CPD-12853
cholesta-8,14,24-trien-3-ol, 4-methyl-, (3beta,4alpha,5alpha)-	CPD-12853
4-adnt glucoside	CPD-10456
4-amino-2,6-dinitrotoluene glucoside	CPD-10456
4-amino-2,6-dinitrotoluene	CPD-10455
19406-51-0	CPD-10455
4-methyl-3,5-dinitroaniline	CPD-10455
3,5-dinitro-4-methylaniline	CPD-10455
3,5-dinitro-p-toluidine	CPD-10455
p-toluidine, 3,5-dinitro-	CPD-10455
benzenamine, 4-methyl-3,5-dinitro-	CPD-10455
4-methyl-3,5-dinitrobenzenamine	CPD-10455
2,6-dinitro-4-aminotoluene	CPD-10455
nsc 25010	CPD-10455
4-adnt	CPD-10455
ccris 5190	CPD-10455
4-methyl-3,5-dinitrophenylamine	CPD-10455
benzenamine, 3,5-dinitro-4-methyl-	CPD-10455
brn 2462150	CPD-10455
ai3-23207	CPD-10455
4-methyl-3,5-dinitro-phenylamine	CPD-10455
benzenamine,4-methyl-3,5-dinitro-	CPD-10455
4-amino-1-methyl-2,6-dinitrobenzene	CPD-10455
benzenamine,5-dinitro-	CPD-10455
p-toluidine,5-dinitro-	CPD-10455
153919-64-3	CPD-10455
4-methyl-3,5-dinitro-aniline	CPD-10455
4-toluenamine, 2,6-dinitro-	CPD-10455
schembl314000	CPD-10455
dtxsid8074312	CPD-10455
4-methyl-3,5-dinitroaniline #	CPD-10455
chebi:77424	CPD-10455
ctk4e1428	CPD-10455
(4-methyl-3,5-dinitrophenyl)amine	CPD-10455
nsc25010	CPD-10455
nsc55353	CPD-10455
zinc4245385	CPD-10455
bbl023069	CPD-10455
nsc-25010	CPD-10455
nsc-55353	CPD-10455
rw1205	CPD-10455
sbb002337	CPD-10455
stk313330	CPD-10455
akos000310028	CPD-10455
mcule-2983155484	CPD-10455
qc-3956	CPD-10455
58449-89-1	CPD-10455
ac-10512	CPD-10455
vs-07320	CPD-10455
ab0095588	CPD-10455
db-006623	CPD-10455
ls-154364	CPD-10455
st4104985	CPD-10455
benzenamine, 4-methyl-3,5-dinitro- (9ci)	CPD-10455
ft-0637844	CPD-10455
c16394	CPD-10455
w-2424	CPD-10455
a813697	CPD-10455
q27105069	CPD-10455
4-amino-2,6-dinitrotoluene, vial of 100 mg, analytical standard	CPD-10455
4-benzoyloxybutylglucosinolate	CPD-12420
4-coumaroyl-3',4'-dihydroxyphenyllactate	CPD-6978
4-coumaroyl-3',4'-dihydroxyphenyllactic acid	CPD-6978
4-coumaroyl-4'-hydroxyphenyllactate	CPD-6976
4-coumaryl-4'-hydroxyphenyllactic acid	CPD-6976
(4-coumaroyl)acetyl-coa	CPD-12184
4-coumaroylacetyl-coa	CPD-12184
4-coumaroyl-diketide-coa	CPD-12184
p-coumaroyl-diketide-coenzyme a	CPD-12184
4-coumaroyl-diketide-coenzyme a	CPD-12184
chebi:71211	CPD-12184
(4-coumaroyl)acetyl-coenzyme a(4-)	CPD-12184
[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3r)-3-hydroxy-4-[[3-[2-[(e)-5-(4-hydroxyphenyl)-3-oxopent-4-enoyl]sulfanylethylamino]-3-oxopropyl]amino]-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	CPD-12184
3'-phosphonatoadenosine 5'-{3-[(3r)-3-hydroxy-4-({3-[(2-{[5-(4-hydroxyphenyl)-3-oxopent-4-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] diphosphate}	CPD-12184
p-coumaroyl-diketide	CPD-12208
4-coumaroyl-diketide	CPD-12208
(4e)-5-(4-hydroxyphenyl)-3-oxopent-4-enoic acid	CPD-12208
p-coumaroylhexanoylmethane	CPD-13647
4-coumaroylhexanoylmethane	CPD-13647
chebi:81309	CPD-13647
c17744	CPD-13647
p-coumaryl p-coumarate	CPD-17610
4-coumaryl-4-coumarate	CPD-17610
schembl13499769	CPD-17610
4-hydroxycinnamic acid 4-hydroxycinnamyl ester	CPD-17610
3-(4-hydroxyphenyl)propenoic acid 3-(4-hydroxyphenyl)-2-propenyl ester	CPD-17610
[(e)-3-(4-hydroxyphenyl)prop-2-enyl] (e)-3-(4-hydroxyphenyl)prop-2-enoate	CPD-17610
4-deoxy-l-threo-5-hexosulose-uronate	CPD-13122
4-deoxy-l-threo-hex-4-enopyranuronate	CPD-13122
(3r,4s)-2,3,4-trihydroxy-3,4-dihydro-2h-pyran-6-carboxylic acid	CPD-13122
dihydro-4-coumaroyl-coa	CPD-12449
p-dihydrocoumaroyl-coa	CPD-12449
4-dihydrocoumaroyl-coa	CPD-12449
4-hydroxydihydrocinnamoyl-coa	CPD-12449
dihydro-4-coumaroyl-coa(4-)	CPD-12449
chebi:140639	CPD-12449
[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3r)-3-hydroxy-4-[[3-[2-[3-(4-hydroxyphenyl)propanoylsulfanyl]ethylamino]-3-oxopropyl]amino]-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	CPD-12449
3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl-coa	CPD-11881
3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propionyl-coa	CPD-11881
4-hydroxy-3-methoxyphenyl-beta-hydroxypropionyl-coa	CPD-11881
3'-phosphoadenosine 5'-{3-[(3r)-3-hydroxy-4-({3-[(2-{[3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}	CPD-11881
4-hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-coa	CPD-11881
c07303	CPD-11881
schembl16685201	CPD-11881
chebi:17068	CPD-11881
q27102195	CPD-11881
s-[2-[3-[[(2r)-4-[[[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanethioate	CPD-11881
3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl-coa(4-)	CPD-11881
chebi:58004	CPD-11881
4-hydroxy-3-methoxyphenyl-3-hydroxypropionyl-coa	CPD-11881
q27125113	CPD-11881
3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl-coa tetraanion	CPD-11881
3'-phosphoadenosine 5'-{3-[(3r)-3-hydroxy-4-({3-[(2-{[3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] diphosphate}	CPD-11881
4-hydroxy-4-methyl-2-oxoglutarate	CPD-187
4-hydroxy-4-methyl-2-oxoglutarate(2-)	CPD-187
2-hydroxy-2-methyl-4-oxopentanedioate	CPD-187
chebi:58276	CPD-187
4-hydroxy-4-carboxy-2-oxovalerate	CPD-187
4-hydroxy-4-methyl-2-ketoglutarate	CPD-187
4-hydroxy-4-methyl-2-oxoglutarate dianion	CPD-187
q27125663	CPD-187
4-hydroxy-4-methyl glutamate	CPD-15319
4-hydroxy-4-methyl-l-glutamate	CPD-15319
gamma-hydroxy-gamma-methylglutamate	CPD-15319
4-hydroxy-5-methyl-2-methylene-3(2h)-furanone	CPD-10205
4-hydroxy-5-methyl-2-methylenefuran-3-one	CPD-10205
4-hydroxy-5-methyl-2-methylenefuran-3(2h)-one	CPD-10205
948557-12-8	CPD-10205
schembl15154876	CPD-10205
chebi:76245	CPD-10205
4-hydroxy-5-methyl-2-methylene-3-furanone	CPD-10205
4-hydroxy-5-methyl-2-methylidenefuran-3-one	CPD-10205
c20718	CPD-10205
(2e)-ethylidene-4-hydroxy-5-methyl-3(2h)-furanone	CPD-10205
q27145834	CPD-10205
hmpf	CPD-10210
schembl8595151	CPD-10210
4-hydroxy-5-methyl-2-propylfuran-3-one	CPD-10210
4-hydroxy-5-methyl-2-propyl-3(2h)-furanone	CPD-10210
4-hrdroxy-2(or5)-ethyl-5(or2)-methyl-3(2h)-furanone	CPD-10210
4'-hydroxyadonixanthin	CPD-20426
3,3',4'-trihydroxy-4-keto-beta,beta-carotene	CPD-20426
p-hydroxybenzoyl-acetyl-coa	CPD-10600
4-hydroxybenzoyl-acetyl-coa	CPD-10600
3-(4-hydroxyphenyl)-3-oxo-propanoyl-coa	CPD-10600
3-(4-hydroxyphenyl)-3-oxo-propionyl-coa	CPD-10600
3-(4-hydroxyphenyl)-3-keto-propanoyl-coa	CPD-10600
3-(4-hydroxyphenyl)-3-keto-propionyl-coa	CPD-10600
[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3r)-3-hydroxy-4-[[3-[2-[3-(4-hydroxyphenyl)-3-oxopropanoyl]sulfanylethylamino]-3-oxopropyl]amino]-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	CPD-10600
4'-hydroxyechinenone	CPD-17652
3-[(1e,3e,5e,7e,9e,11e,13e,15e,17e)-18-(3-hydroxy-2,6,6-trimethylcyclohexen-1-yl)-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-2,4,4-trimethylcyclohex-2-en-1-one	CPD-17652
schembl2837625	CPD-17652
chebi:140610	CPD-17652
4-hadnt c-glucoside	CPD-10458
4-hydroxylamino-2,6-dinitrotoluene 3c-glucoside	CPD-10458
4-hydroxylamino-2,6-dinitrotoluene	CPD-10457
4-hadnt	CPD-10457
59283-75-9	CPD-10457
benzenamine, n-hydroxy-4-methyl-3,5-dinitro-	CPD-10457
4-hydroxyamino-2,6-dinitrotoluene	CPD-10457
ccris 8608	CPD-10457
4hadnt	CPD-10457
n-(4-methyl-3,5-dinitrophenyl)hydroxylamine	CPD-10457
schembl1230627	CPD-10457
chebi:20408	CPD-10457
ctk1h2388	CPD-10457
dtxsid60208005	CPD-10457
2,6-dinitro-4-hydroxylaminotoluene	CPD-10457
4-hydroxyamino-1-methyl-2,6-dinitrobenzene	CPD-10457
ls-188668	CPD-10457
4-hydroxylamino-1-methyl-2,6-dinitrobenzene	CPD-10457
c16392	CPD-10457
n-(4-methyl-3,5,-dinitro-phenyl)-hydroxylamine	CPD-10457
n-(4-methyl-3,5-dinitrophenyl)hydroxylamine #	CPD-10457
q27109297	CPD-10457
4-hadnt o-glucoside	CPD-10460
4-hydroxylamino-2,6-dinitrotoluene-o-glucoside	CPD-10460
4-(4-hydroxyphenyl)-2-butanone	CPD-8647
raspberry ketone	CPD-8647
5471-51-2	CPD-8647
4-(4-hydroxyphenyl)butan-2-one	CPD-8647
frambinone	CPD-8647
oxyphenalon	CPD-8647
rheosmin	CPD-8647
4-hydroxybenzylacetone	CPD-8647
4-(p-hydroxyphenyl)-2-butanone	CPD-8647
2-butanone, 4-(4-hydroxyphenyl)-	CPD-8647
betuligenol	CPD-8647
p-hydroxybenzyl acetone	CPD-8647
rasketone	CPD-8647
4-(3-oxobutyl)phenol	CPD-8647
1-(p-hydroxyphenyl)-3-butanone	CPD-8647
1-(4-hydroxyphenyl)-3-butanone	CPD-8647
(p-hydroxybenzyl)acetone	CPD-8647
2-butanone, 4-(p-hydroxyphenyl)-	CPD-8647
rasberry ketone	CPD-8647
hydroxyphenylbutanone, p-	CPD-8647
p-hydroxyphenylbutan-2-one	CPD-8647
unii-7qy1mh15bg	CPD-8647
nsc 26515	CPD-8647
fema no. 2588	CPD-8647
raspberryketone	CPD-8647
einecs 226-806-4	CPD-8647
brn 0776080	CPD-8647
7qy1mh15bg	CPD-8647
4-(p-hydroxyphenyl)-2-butanone (natural)	CPD-8647
ai3-31812	CPD-8647
chembl105912	CPD-8647
chebi:68656	CPD-8647
mfcd00002394	CPD-8647
4-(para-hydroxyphenyl)2-butanone	CPD-8647
4-[4-hydroxyphenyl]butan-2-one	CPD-8647
4-(4-hydroxyphenyl)-2-butanone, 99+%	CPD-8647
himbeerketon	CPD-8647
rheosmine	CPD-8647
hsdb 8163	CPD-8647
nat. raspberry ketone	CPD-8647
p-hydroxy benzylacetone	CPD-8647
pubchem21102	CPD-8647
(4-hydroxybenzyl)acetone	CPD-8647
acmc-209lj8	CPD-8647
4-hydroxyphenylbutan-2-one	CPD-8647
ec 226-806-4	CPD-8647
dsstox_cid_24495	CPD-8647
dsstox_rid_80270	CPD-8647
dsstox_gsid_44495	CPD-8647
schembl43308	CPD-8647
wln: qr d2v1	CPD-8647
ksc269i8j	CPD-8647
natural raspberry ketone	CPD-8647
4-(p-hydroxyphenyl)2-butanone	CPD-8647
dtxsid5044495	CPD-8647
ctk1g9484	CPD-8647
fema 2588	CPD-8647
2-butanone,4-hydroxybenzylacetone	CPD-8647
zinc154632	CPD-8647
4-(4-hydroxyphenyl) butan-2-one	CPD-8647
4-(4-hydroxyphenyl)-butan-2-one	CPD-8647
hy-n1426	CPD-8647
nsc26515	CPD-8647
